Query,Description,Title,URL,Snippet,Total Judgement,Relevant,Irrelevant
Where was Greenpeace founded?,Where was Greenpeace founded?,Who are the founders of Greenpeace? | Greenspirit ...,http://greenspiritstrategies.com/who-are-the-founders-of-greenpeace/,"Who are the Founders of Greenpeace? In recent years a controversy has developed on the subject of who are the founders, or cofounders, of Greenpeace. I have always considered myself to be a founder of Greenpeace, and until a few years ago, the Greenpeace organization didn’t seem to have any problem with that.",10,8,2
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,"Wild Panda Population Up Dramatically in China, Government ...",https://www.nationalgeographic.com/news/2015/3/150302-giant-pandas-animals-science-conservation-china/,"Those statistics say there are now 1,864 wild giant pandas living in central China’s Sichuan, Shaanxi, and Gansu Provinces. That’s up from 1,596 estimated animals in a 2003 report, the last ...",21,20,1
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,China to create 'giant' giant panda reserve to boost wild ...,https://www.theguardian.com/world/2017/mar/31/china-to-create-giant-giant-panda-reserve-to-boost-wild-population,"About 1,864 giant pandas live in the wild. China wants to increase that number to 2,000 by 2025. Photograph: Gavin Maxwell/BBC/BBC NHU China is planning to create a giant panda reserve three times ...",21,13,8
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,How many giant pandas are in China - Quora,https://www.quora.com/How-many-giant-pandas-are-in-China,"By 2004, there were estimated to be 1,600 pandas alive in the wild. > How does this compare to past figures? In the first ever mass survey that took place between 1974-1977, the researchers estimated that there were around 1,000 -1,100 giant panda...",22,15,7
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,The Top 4 Places to See Giant Pandas in China - Since 1959!,https://www.chinahighlights.com/travelguide/places-to-see-giant-pandas/,"The best places to see giant pandas are, of course, in Chengdu, the hometown of giant pandas.There are four panda reserves in Chengdu. Choose from them according to what you want to see and do. Our panda specialists frequently visit the reserves to hone their knowledge, and they can each give you an insider’s recommendation and tailor a panda trip that’s right for you.",7,0,7
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,Giant panda - Wikipedia,https://en.wikipedia.org/wiki/Giant_panda,"The giant panda lives in a few mountain ranges in central China, mainly in Sichuan, but also in neighbouring Shaanxi and Gansu. As a result of farming, deforestation, and other development, the giant panda has been driven out of the lowland areas where it once lived. The giant panda is a conservation-reliant vulnerable species.",7,1,6
How many pandas are there in the wild in China?,How many pandas are there in the wild in China?,How Many Red Pandas Are Left in the Wild? | Reader's Digest,https://www.rd.com/culture/how-many-red-pandas-are-left/,"Unfortunately, the red panda is an endangered species, and there are only a few of these little guys left in the wild. In honor of upcoming Red Panda Day on September 21st, learn more facts about ...",7,3,4
What is the frequency unit?,What is the frequency unit?,What Is the Unit for Frequency? | Reference.com,https://www.reference.com/science/unit-frequency-dce3518eabd09c40,"The unit for frequency in the International System of Units is hertz, which is abbreviated as Hz. One hertz is defined as a frequency of one cycle per second. The clock rate of computer central processing units are measured in megahertz or gigahertz, which allow consumers to compare CPU performance.",14,13,1
What is the frequency unit?,What is the frequency unit?,Frequency - Wikipedia,https://en.wikipedia.org/wiki/Frequency,"Frequency is the number of occurrences of a repeating event per unit of time. It is also referred to as temporal frequency, which emphasizes the contrast to spatial frequency and angular frequency. The period is the duration of time of one cycle in a repeating event, so the period is the reciprocal of the frequency.",13,7,6
What is the frequency unit?,What is the frequency unit?,What is the unit used to measure frequency? - Quora,https://www.quora.com/What-is-the-unit-used-to-measure-frequency,"Hertz, unit of frequency. The number of hertz (abbreviated Hz) equals the number of cycles per second. The frequency of any phenomenon with regular periodic variations can be expressed in hertz, but the term is used most frequently in connection w...",14,13,1
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Who are Microsoft's (MSFT) Main Competitors? - Investopedia,https://www.investopedia.com/ask/answers/120314/who-are-microsofts-msft-main-competitors.asp,"Microsoft Corporation’s primary competitors include some of the most prominent technology companies in the industry.The list includes well-known brands such as Apple (), Google (), SAP, IBM and ...",15,15,0
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Student Developer Competitions | Imagine Cup,https://imaginecup.microsoft.com/,"For nearly two decades, students from around the world have competed in the Imagine Cup, Microsoft’s global technology competition just for students, for the chance to win mentorship, networking opportunities, free travel, cash, and other prizes, not to mention the coveted trophy.",15,0,15
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,What Is a List of Microsoft Competitors? | Reference.com,https://www.reference.com/business-finance/list-microsoft-competitors-3cbf1bc26a872518,"Competitors of Microsoft include Apple, Google and Oracle, as of 2014. Microsoft's annual revenues, at more than $86 billion, are higher than Google and Oracle but lower than Apple.",15,14,1
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Microsoft Corporation Competitors - NASDAQ.com,https://www.nasdaq.com/symbol/msft/competitors,Microsoft Corporation (MSFT) Competitors - View direct and indirect business competitors for Microsoft Corporation and all the companies you research at NASDAQ.com,1,1,0
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Who are the main competitors of Microsoft - notesmatic.com,https://notesmatic.com/who-are-the-competitors-of-microsoft/,"Main Competitors of Microsoft Inc. . Microsoft is one of the most powerful brands in the technology industry. Apart from production and sales of Windows Operating System, Microsoft is also known as one of the biggest cloud players and for its Microsoft office software.",1,1,0
Microsoft Competitors,Which companies are actual or potential competitors or rivals of Microsoft?,Microsoft's top 12 rivals | Network World,https://www.networkworld.com/article/2199582/microsoft-s-top-12-rivals.html,"Sometimes, Microsoft blurs the lines by forming tight partnerships with competitors, as it has done with Citrix and Yahoo. Here, we'll focus on the rivals we think pose the biggest threat to ...",1,1,0
Oil Price Fluctuation,Why do the international prices of oil change?,What Causes Oil Prices to Fluctuate? - investopedia.com,https://www.investopedia.com/ask/answers/012715/what-causes-oil-prices-fluctuate.asp,"Oil is a commodity, and as such, it tends to see larger fluctuations in price than more stable investments such as stocks and bonds. There are several influences on oil prices, a few of which we ...",23,22,1
Oil Price Fluctuation,Why do the international prices of oil change?,The Underlying Causes of Oil Price Fluctuations | OilPrice.com,https://oilprice.com/Energy/Oil-Prices/The-Underlying-Causes-of-Oil-Price-Fluctuations.html,"The Underlying Causes of Oil Price Fluctuations Join Our Community After oil and gasoline prices continued their relentless march up earlier this year, it was nice to have some relief at the pump ...",23,21,2
Oil Price Fluctuation,Why do the international prices of oil change?,Oil Price News | OilPrice.com,https://oilprice.com/Energy/Oil-Prices/,"Short Covering Halts Oil Price Rout. Oct 04, 2019 at 12:49 | Jim Hyerczyk. U.S. West Texas Intermediate and international-benchmark Brent crude oil futures are in a position to close lower for the ...",23,7,16
Oil Price Fluctuation,Why do the international prices of oil change?,Gasoline price fluctuations - U.S. Energy Information ...,https://www.eia.gov/energyexplained/index.php?page=gasoline_fluctuations,"Gasoline prices can change rapidly if something disrupts crude oil supplies, refinery operations, or gasoline pipeline deliveries. Even when crude oil prices are stable, gasoline prices fluctuate because of seasonal changes in demand and in gasoline specifications. Crude oil and gasoline prices reached record levels in 2008",2,2,0
Oil Price Fluctuation,Why do the international prices of oil change?,Infographic: Why Oil Prices Fluctuate - Visual Capitalist,https://www.visualcapitalist.com/oil-prices-fluctuate/,"Understanding Why Oil Prices Fluctuate. To avoid being caught in a similar situation in the future, it helps to understand why and how oil prices fluctuate. Today’s infographic from Jones Oil is here to help us understand the many different issues that can impact global oil prices.",2,2,0
